strike,Call Price,Call IV,Call Volume,Put Price,Put IV,Put Volume,Straddle Cost (1SD),Call Delta,Call Gamma,Call Vega,Call Theta,Call Charm,Put Delta,Put Gamma,Put Vega,Put Theta,Put Charm,Time
561.0,13.17,1.0000000000000003e-05,22.0,0.01,0.179695703125,3586.0,13.18,1.0,0.0,0.0,-0.0768,-0.0001,-0.0062,0.0032,0.5253,-0.0467,0.0001,2025-03-25 15:22:20
562.0,12.16,1.0000000000000003e-05,407.0,0.01,0.16797707031250003,6963.0,12.17,1.0,0.0,0.0,-0.077,-0.0001,-0.0067,0.0037,0.5642,-0.0469,0.0001,2025-03-25 15:22:20
563.0,11.08,1.0000000000000003e-05,142.0,0.01,0.15235222656250003,11440.0,11.09,1.0,0.0,0.0,-0.0771,-0.0001,-0.0062,0.0038,0.5239,-0.0394,0.0001,2025-03-25 15:22:20
564.0,10.0,1.0000000000000003e-05,756.0,0.01,0.14063359375,12536.0,10.01,1.0,0.0,0.0,-0.0772,-0.0001,-0.0068,0.0045,0.569,-0.0395,0.0001,2025-03-25 15:22:20
565.0,9.28,1.0000000000000003e-05,313.0,0.01,0.1289149609375,49315.0,9.29,1.0,0.0,0.0,-0.0774,-0.0001,-0.0075,0.0054,0.6257,-0.0397,0.0001,2025-03-25 15:22:20
566.0,8.31,1.0000000000000003e-05,381.0,0.01,0.1289149609375,36283.0,8.32,1.0,0.0,0.0,-0.0775,-0.0001,-0.0151,0.0098,1.1429,-0.0725,0.0001,2025-03-25 15:22:20
567.0,7.01,1.0000000000000003e-05,452.0,0.01,0.11524322265625,22352.0,7.02,1.0,0.0,0.0,-0.0777,-0.0001,-0.0165,0.0119,1.2354,-0.0699,0.0001,2025-03-25 15:22:20
568.0,6.2,1.0000000000000003e-05,1471.0,0.01,0.10157148437499999,31807.0,6.21,1.0,0.0,0.0,-0.0778,-0.0001,-0.0185,0.0148,1.359,-0.0676,0.0001,2025-03-25 15:22:20
569.0,5.08,1.0000000000000003e-05,2011.0,0.01,0.08789974609375001,47476.0,5.09,1.0,0.0,0.0,-0.0779,-0.0001,-0.0213,0.0193,1.5329,-0.0657,0.0001,2025-03-25 15:22:20
570.0,4.03,1.0000000000000003e-05,5595.0,0.02,0.07911077148437501,128676.0,4.05,1.0,0.0,0.0,-0.0781,-0.0001,-0.0337,0.0315,2.251,-0.0864,0.0002,2025-03-25 15:22:20
571.0,3.06,1.0000000000000003e-05,4420.0,0.05,0.07032179687500001,156885.0,3.11,1.0,0.0,0.0,-0.0782,-0.0001,-0.0569,0.0541,3.4363,-0.1163,0.0002,2025-03-25 15:22:20
572.0,2.12,1.0000000000000003e-05,13400.0,0.08,0.06177696044921876,171278.0,2.2,1.0,0.0,0.0,-0.0783,-0.0001,-0.1042,0.0974,5.4347,-0.1597,0.0003,2025-03-25 15:22:20
573.0,1.24,1.0000000000000003e-05,45480.0,0.2,0.05591764404296875,244859.0,1.44,1.0,0.0,0.0,-0.0785,-0.0001,-0.2139,0.1734,8.7576,-0.228,0.0004,2025-03-25 15:22:20
574.0,0.54,0.028940374755859376,233446.0,0.52,0.05762661132812501,469239.0,1.06,0.6475,0.4269,11.1617,-0.2124,0.0001,-0.4242,0.2261,11.7739,-0.3058,0.0006,2025-03-25 15:22:20
575.0,0.19,0.03675279663085937,538392.0,1.18,0.06958938232421877,489521.0,1.3699999999999999,0.2722,0.3005,9.9779,-0.2047,0.0002,-0.6251,0.1813,11.3968,-0.3472,0.0007,2025-03-25 15:22:20
576.0,0.05,0.0424900439453125,465928.0,2.05,0.08497008789062502,178937.0,2.0999999999999996,0.0959,0.1332,5.1145,-0.1162,0.0001,-0.7425,0.1264,9.7006,-0.3534,0.0008,2025-03-25 15:22:20
577.0,0.02,0.0522555712890625,276097.0,3.03,0.11133701171874999,31415.0,3.05,0.045,0.0604,2.85,-0.078,0.0001,-0.7862,0.087,8.7536,-0.425,0.0009,2025-03-25 15:22:20
578.0,0.01,0.063485927734375,201718.0,3.97,0.129891513671875,10199.0,3.98,0.0277,0.0334,1.9134,-0.0629,0.0001,-0.8248,0.0661,7.7536,-0.4381,0.001,2025-03-25 15:22:20
579.0,0.01,0.07032179687500001,85069.0,5.07,0.15430533203125002,2983.0,5.08,0.0139,0.0168,1.0688,-0.0387,0.0001,-0.8411,0.0522,7.2809,-0.4949,0.0011,2025-03-25 15:22:20
580.0,0.01,0.08204042968750001,94496.0,5.65,0.1909260595703125,3658.0,5.66,0.0111,0.0119,0.879,-0.0369,0.0001,-0.836,0.0431,7.4311,-0.6428,0.0013,2025-03-25 15:22:20
581.0,0.01,0.0937590625,31695.0,6.22,0.23389437988281248,581.0,6.2299999999999995,0.0094,0.0089,0.7565,-0.0362,0.0001,-0.8257,0.0366,7.7291,-0.8379,0.0017,2025-03-25 15:22:20
582.0,0.01,0.10743080078125,9217.0,7.68,0.25171646728515623,286.0,7.6899999999999995,0.0092,0.0077,0.7459,-0.0408,0.0001,-0.8415,0.032,7.2695,-0.8476,0.0017,2025-03-25 15:22:20
583.0,0.01,0.11914943359374999,8111.0,8.99,0.22852333984375,304.0,9.0,0.0082,0.0063,0.6736,-0.0408,0.0001,-0.8938,0.0267,5.5118,-0.5582,0.0012,2025-03-25 15:22:20
584.0,0.01,0.13086806640624998,6377.0,9.82,0.3107979077148437,208.0,9.83,0.0075,0.0052,0.6194,-0.0411,0.0001,-0.8458,0.0254,7.1394,-1.0415,0.002,2025-03-25 15:22:20
585.0,0.01,0.1445398046875,5342.0,10.0,0.35816071533203125,94.0,10.01,0.0076,0.0048,0.6267,-0.0459,0.0001,-0.8346,0.0231,7.4719,-1.2708,0.0024,2025-03-25 15:22:20
586.0,0.01,0.1562584375,1241.0,11.49,0.37402969726562496,48.0,11.5,0.007,0.0042,0.5881,-0.0465,0.0001,-0.8456,0.0211,7.1435,-1.2677,0.0024,2025-03-25 15:22:20
587.0,0.01,0.16797707031250003,90.0,12.5,0.48413601806640627,64.0,12.51,0.0066,0.0037,0.557,-0.0473,0.0001,-0.8019,0.0191,8.3662,-1.9601,0.0036,2025-03-25 15:22:20
588.0,0.01,0.1757894921875,149.0,13.93,0.48438015625,24.0,13.94,0.0054,0.0029,0.4619,-0.041,0.0001,-0.82,0.018,7.8883,-1.8439,0.0034,2025-03-25 15:22:20
589.0,0.01,0.187508125,24.0,14.69,0.4414118359375,2.0,14.7,0.0052,0.0026,0.4467,-0.0423,0.0001,-0.86,0.0168,6.691,-1.407,0.0027,2025-03-25 15:22:20
590.0,0.01,0.1992267578125,32.0,16.0,0.5573774731445313,10.0,16.01,0.005,0.0024,0.434,-0.0436,0.0001,-0.8181,0.0158,7.9391,-2.1458,0.004,2025-03-25 15:22:20
593.0,0.01,0.23438265625,3.0,30.87,0.6154823608398439,8.0,30.880000000000003,0.0046,0.0019,0.4065,-0.048,0.0001,-0.8357,0.0134,7.4406,-2.2213,0.0041,2025-03-25 15:22:20
595.0,0.01,0.257819921875,1.0,20.8,0.5493209130859377,7.0,20.810000000000002,0.0045,0.0017,0.3942,-0.0512,0.0001,-0.8879,0.0115,5.7292,-1.5008,0.0029,2025-03-25 15:22:20
610.0,0.01,0.414068359375,10.0,36.4,0.6630893066406252,29.0,36.41,0.0028,0.0007,0.2591,-0.0539,0.0001,-0.9572,0.0046,2.7376,-0.8274,0.0017,2025-03-25 15:22:20
620.0,0.02,0.51562984375,,45.3,0.6953155468750001,1.0,45.32,0.0024,0.0005,0.2239,-0.0579,0.0001,-0.9814,0.0022,1.3663,-0.3915,0.001,2025-03-25 15:22:20
400.0,174.03,3.050783623046875,3.0,0.01,2.0625048437499998,2.0,174.04,0.9905,0.0003,0.7652,-1.2212,0.0019,-0.0003,0.0,0.0363,-0.0374,0.0001,2025-03-25 15:22:38
500.0,66.3,1.3339877050781246,,0.01,0.8437515624999999,104.0,66.31,0.9784,0.0013,1.5534,-1.1029,0.0017,-0.0008,0.0001,0.0805,-0.0339,0.0001,2025-03-25 15:22:38
505.0,53.56,1.205082099609375,,0.01,0.7812521875,228.0,53.57,0.9809,0.0013,1.3982,-0.9101,0.0013,-0.0008,0.0001,0.0789,-0.0308,0.0001,2025-03-25 15:22:38
510.0,64.89,1.15234798828125,2.0,0.01,0.7187528125,5.0,64.9,0.9774,0.0016,1.6168,-0.9996,0.0015,-0.0007,0.0001,0.0764,-0.0274,0.0,2025-03-25 15:22:38
525.0,37.49,1.1235395385742186,1.0,0.01,0.5625043750000001,109.0,37.5,0.9405,0.0035,3.5586,-2.0662,0.0034,-0.0011,0.0002,0.1079,-0.0303,0.0001,2025-03-25 15:22:38
530.0,43.51,0.8193377441406249,2.0,0.01,0.500005,539.0,43.519999999999996,0.9711,0.0027,1.9813,-0.8819,0.0013,-0.001,0.0002,0.1021,-0.0254,0.0,2025-03-25 15:22:38
535.0,39.26,0.9038095556640625,19.0,0.01,0.48438015625,817.0,39.269999999999996,0.9365,0.0046,3.7431,-1.7597,0.0028,-0.0024,0.0005,0.2275,-0.0549,0.0001,2025-03-25 15:22:38
538.0,31.03,0.70312796875,10.0,0.02,0.445318046875,10851.0,31.05,0.9639,0.0038,2.3834,-0.9087,0.0013,-0.0024,0.0006,0.2243,-0.0498,0.0001,2025-03-25 15:22:38
539.0,37.01,0.8393570751953124,186.0,0.01,0.437505625,94.0,37.019999999999996,0.9292,0.0054,4.0699,-1.7762,0.0028,-0.0026,0.0006,0.2448,-0.0533,0.0001,2025-03-25 15:22:38
540.0,35.53,0.8320329296874999,14.0,0.01,0.42188078125,28.0,35.54,0.9251,0.0057,4.2515,-1.8366,0.003,-0.0025,0.0006,0.2324,-0.0488,0.0001,2025-03-25 15:22:38
541.0,31.6,0.614261669921875,1.0,0.01,0.414068359375,431.0,31.610000000000003,0.9699,0.0037,2.0493,-0.7011,0.001,-0.0028,0.0007,0.2547,-0.0525,0.0001,2025-03-25 15:22:38
542.0,28.5,0.8242205078124999,1.0,0.01,0.398443515625,8.0,28.51,0.9143,0.0063,4.7067,-2.007,0.0033,-0.0026,0.0007,0.2413,-0.0479,0.0001,2025-03-25 15:22:38
543.0,19.17,0.6044961425781252,22.0,0.01,0.39063109375,527.0,19.180000000000003,0.9635,0.0044,2.4034,-0.7979,0.0011,-0.0029,0.0008,0.2656,-0.0517,0.0001,2025-03-25 15:22:38
544.0,30.04,0.6074258007812501,5.0,0.01,0.37500625,420.0,30.05,0.9579,0.0049,2.7011,-0.8915,0.0013,-0.0027,0.0007,0.251,-0.0469,0.0001,2025-03-25 15:22:38
545.0,28.15,0.6970245141601563,1.0,0.01,0.367193828125,22.0,28.16,0.9277,0.0066,4.1385,-1.5112,0.0024,-0.003,0.0008,0.2779,-0.0508,0.0001,2025-03-25 15:22:38
546.0,16.29,0.5556685058593751,5.0,0.01,0.35156898437499995,684.0,16.3,0.9607,0.0051,2.5554,-0.7816,0.0011,-0.0028,0.0008,0.2619,-0.0458,0.0001,2025-03-25 15:22:38
547.0,24.77,0.6884796777343751,1.0,0.01,0.3437565625,1.0,24.78,0.9154,0.0075,4.6615,-1.6728,0.0027,-0.0032,0.0009,0.2917,-0.0499,0.0001,2025-03-25 15:22:38
548.0,26.6,0.6811555322265627,1.0,0.01,0.32813171874999997,1.0,26.610000000000003,0.9095,0.008,4.9003,-1.7368,0.0028,-0.003,0.0009,0.2742,-0.0447,0.0001,2025-03-25 15:22:38
549.0,23.66,0.6655306884765627,2.0,0.01,0.32031929687499994,35.0,23.67,0.9059,0.0084,5.0438,-1.7461,0.0028,-0.0034,0.0011,0.3076,-0.049,0.0001,2025-03-25 15:22:38
550.0,24.74,0.4892629199218751,1.0,0.01,0.304694453125,186.0,24.75,0.9562,0.0063,2.7871,-0.7537,0.0011,-0.0032,0.001,0.2882,-0.0437,0.0001,2025-03-25 15:22:38
551.0,22.28,0.4726615234375,3.0,0.01,0.29688203124999996,16.0,22.290000000000003,0.9549,0.0067,2.8557,-0.7468,0.001,-0.0036,0.0012,0.326,-0.0481,0.0001,2025-03-25 15:22:38
552.0,23.0,0.5620160986328125,10.0,0.01,0.28516339843749994,51.0,23.01,0.9143,0.0093,4.7086,-1.3919,0.0022,-0.0038,0.0013,0.3364,-0.0477,0.0001,2025-03-25 15:22:38
553.0,20.96,0.43945873046875,4.0,0.01,0.273444765625,55.0,20.970000000000002,0.9518,0.0076,3.0099,-0.7333,0.001,-0.0039,0.0014,0.3478,-0.0472,0.0001,2025-03-25 15:22:38
554.0,21.33,0.446294599609375,8.0,0.01,0.2617261328125,12.0,21.34,0.9407,0.0088,3.5502,-0.8634,0.0012,-0.0041,0.0015,0.3604,-0.0468,0.0001,2025-03-25 15:22:38
555.0,20.8,1.0000000000000003e-05,53.0,0.01,0.2500075,786.0,20.810000000000002,1.0,0.0,0.0,-0.076,-0.0001,-0.0042,0.0017,0.3743,-0.0465,0.0001,2025-03-25 15:22:38
556.0,18.79,1.0000000000000003e-05,14.0,0.01,0.23828886718749998,115.0,18.8,1.0,0.0,0.0,-0.0762,-0.0001,-0.0044,0.0018,0.3898,-0.0461,0.0001,2025-03-25 15:22:38
557.0,17.47,1.0000000000000003e-05,8.0,0.01,0.22657023437499998,554.0,17.48,1.0,0.0,0.0,-0.0763,-0.0001,-0.0046,0.002,0.4072,-0.0458,0.0001,2025-03-25 15:22:38
558.0,16.36,1.0000000000000003e-05,125.0,0.01,0.2148516015625,380.0,16.37,1.0,0.0,0.0,-0.0764,-0.0001,-0.0049,0.0022,0.427,-0.0455,0.0001,2025-03-25 15:22:38
559.0,15.33,1.0000000000000003e-05,90.0,0.01,0.20313296874999998,8622.0,15.34,1.0,0.0,0.0,-0.0766,-0.0001,-0.0052,0.0024,0.4496,-0.0452,0.0001,2025-03-25 15:22:38
560.0,14.32,1.0000000000000003e-05,88.0,0.01,0.1914143359375,6129.0,14.33,1.0,0.0,0.0,-0.0767,-0.0001,-0.0055,0.0027,0.4757,-0.0451,0.0001,2025-03-25 15:22:38
561.0,13.17,1.0000000000000003e-05,22.0,0.01,0.179695703125,3586.0,13.18,1.0,0.0,0.0,-0.0768,-0.0001,-0.0059,0.0031,0.5062,-0.045,0.0001,2025-03-25 15:22:38
562.0,12.16,1.0000000000000003e-05,407.0,0.01,0.16602396484375004,6963.0,12.17,1.0,0.0,0.0,-0.077,-0.0001,-0.0059,0.0034,0.5043,-0.0414,0.0001,2025-03-25 15:22:38
563.0,11.08,1.0000000000000003e-05,142.0,0.01,0.15235222656250003,11440.0,11.09,1.0,0.0,0.0,-0.0771,-0.0001,-0.0059,0.0036,0.5015,-0.0377,0.0001,2025-03-25 15:22:38
564.0,10.0,1.0000000000000003e-05,756.0,0.01,0.14063359375,12536.0,10.01,1.0,0.0,0.0,-0.0772,-0.0001,-0.0064,0.0043,0.543,-0.0377,0.0001,2025-03-25 15:22:38
565.0,9.28,1.0000000000000003e-05,313.0,0.01,0.1289149609375,49315.0,9.29,1.0,0.0,0.0,-0.0774,-0.0001,-0.0071,0.0051,0.595,-0.0378,0.0001,2025-03-25 15:22:38
566.0,8.31,1.0000000000000003e-05,381.0,0.01,0.1289149609375,36283.0,8.32,1.0,0.0,0.0,-0.0775,-0.0001,-0.0143,0.0094,1.0928,-0.0693,0.0001,2025-03-25 15:22:38
567.0,7.01,1.0000000000000003e-05,452.0,0.01,0.11524322265625,22352.0,7.02,1.0,0.0,0.0,-0.0777,-0.0001,-0.0156,0.0113,1.1759,-0.0665,0.0001,2025-03-25 15:22:38
568.0,6.2,1.0000000000000003e-05,1471.0,0.01,0.10157148437499999,31807.0,6.21,1.0,0.0,0.0,-0.0778,-0.0001,-0.0173,0.014,1.2864,-0.064,0.0001,2025-03-25 15:22:38
569.0,5.08,1.0000000000000003e-05,2011.0,0.01,0.08789974609375001,47476.0,5.09,1.0,0.0,0.0,-0.0779,-0.0001,-0.0198,0.0181,1.4411,-0.0618,0.0001,2025-03-25 15:22:38
570.0,4.03,1.0000000000000003e-05,5595.0,0.03,0.07813421875000001,129220.0,4.0600000000000005,1.0,0.0,0.0,-0.0781,-0.0001,-0.0296,0.0287,2.0256,-0.0768,0.0001,2025-03-25 15:22:38
571.0,3.06,1.0000000000000003e-05,4420.0,0.05,0.06983352050781251,156885.0,3.11,1.0,0.0,0.0,-0.0782,-0.0001,-0.0515,0.0503,3.176,-0.1068,0.0002,2025-03-25 15:22:38
572.0,2.12,1.0000000000000003e-05,13400.0,0.08,0.06128868408203126,171278.0,2.2,1.0,0.0,0.0,-0.0783,-0.0001,-0.0948,0.0916,5.0748,-0.148,0.0003,2025-03-25 15:22:38
573.0,1.24,1.0000000000000003e-05,45480.0,0.22,0.05762661132812501,245142.0,1.46,1.0,0.0,0.0,-0.0785,-0.0001,-0.2074,0.1651,8.5999,-0.2314,0.0004,2025-03-25 15:22:38
574.0,0.52,0.0273534765625,233986.0,0.55,0.05945764770507812,469387.0,1.07,0.6907,0.4286,10.5951,-0.1992,0.0001,-0.4089,0.2174,11.6792,-0.315,0.0006,2025-03-25 15:22:38
575.0,0.17,0.03626452026367187,538519.0,1.22,0.07032179687500001,489658.0,1.39,0.2942,0.3161,10.3598,-0.211,0.0002,-0.6094,0.1816,11.5393,-0.3576,0.0008,2025-03-25 15:22:38
576.0,0.05,0.0429783203125,466090.0,2.05,0.08338318969726566,178937.0,2.0999999999999996,0.1096,0.1452,5.6379,-0.1298,0.0002,-0.7362,0.1304,9.8238,-0.3514,0.0008,2025-03-25 15:22:38
577.0,0.02,0.05274384765625,276097.0,3.03,0.10938390625,31415.0,3.05,0.0517,0.0668,3.1819,-0.088,0.0001,-0.7833,0.0893,8.8246,-0.4206,0.0009,2025-03-25 15:22:38
578.0,0.01,0.063485927734375,201718.0,4.01,0.13160048095703125,10214.0,4.02,0.0305,0.0361,2.0719,-0.0682,0.0001,-0.8163,0.0672,7.989,-0.4609,0.001,2025-03-25 15:22:38
579.0,0.01,0.07032179687500001,85069.0,5.07,0.15210808837890627,2983.0,5.08,0.0153,0.0183,1.1609,-0.042,0.0001,-0.8404,0.0531,7.3034,-0.4887,0.0011,2025-03-25 15:22:38
580.0,0.01,0.08204042968750001,94496.0,5.65,0.18872881591796875,3658.0,5.66,0.0121,0.0128,0.9463,-0.0398,0.0001,-0.8354,0.0437,7.451,-0.6366,0.0013,2025-03-25 15:22:38
581.0,0.01,0.09571216796875001,31695.0,6.22,0.2280350634765625,581.0,6.2299999999999995,0.0115,0.0104,0.9018,-0.0441,0.0001,-0.8289,0.0371,7.6379,-0.8047,0.0016,2025-03-25 15:22:38
582.0,0.01,0.10743080078125,9217.0,7.68,0.24951922363281248,286.0,7.6899999999999995,0.0098,0.0081,0.7907,-0.0432,0.0001,-0.841,0.0323,7.2832,-0.8414,0.0017,2025-03-25 15:22:38
583.0,0.01,0.11914943359374999,8111.0,9.0,0.2885813330078124,308.0,9.01,0.0087,0.0066,0.7106,-0.043,0.0001,-0.8353,0.0286,7.4537,-1.0085,0.002,2025-03-25 15:22:38
584.0,0.01,0.132821171875,6377.0,9.82,0.3086006640625,208.0,9.83,0.0087,0.0059,0.7087,-0.0477,0.0001,-0.8455,0.0256,7.1496,-1.0353,0.002,2025-03-25 15:22:38
585.0,0.01,0.1445398046875,5342.0,10.0,0.35596347167968745,94.0,10.01,0.008,0.005,0.6553,-0.048,0.0001,-0.8343,0.0233,7.4828,-1.2646,0.0024,2025-03-25 15:22:38
586.0,0.01,0.1562584375,1241.0,11.49,0.3715883154296875,48.0,11.5,0.0074,0.0043,0.6132,-0.0485,0.0001,-0.8455,0.0213,7.1471,-1.2596,0.0024,2025-03-25 15:22:38
587.0,0.01,0.16797707031250003,90.0,12.5,0.4821829125976563,64.0,12.51,0.0069,0.0038,0.5793,-0.0492,0.0001,-0.8014,0.0192,8.3814,-1.9557,0.0036,2025-03-25 15:22:38
588.0,0.01,0.179695703125,149.0,13.93,0.48242705078125003,24.0,13.94,0.0065,0.0034,0.5516,-0.0501,0.0001,-0.8195,0.0181,7.9017,-1.8395,0.0034,2025-03-25 15:22:38
589.0,0.01,0.187508125,24.0,14.69,0.43897045410156255,2.0,14.7,0.0054,0.0027,0.4633,-0.0439,0.0001,-0.86,0.0169,6.6914,-1.3989,0.0027,2025-03-25 15:22:38
590.0,0.01,0.1992267578125,32.0,16.0,0.5463912548828126,10.0,16.01,0.0052,0.0025,0.4493,-0.0452,0.0001,-0.8218,0.0159,7.8393,-2.0747,0.0038,2025-03-25 15:22:38
593.0,0.01,0.23438265625,3.0,30.87,0.6091347680664063,8.0,30.880000000000003,0.0048,0.002,0.4188,-0.0495,0.0001,-0.8372,0.0134,7.3969,-2.1842,0.004,2025-03-25 15:22:38
595.0,0.01,0.257819921875,1.0,20.8,0.5463912548828126,7.0,20.810000000000002,0.0046,0.0017,0.405,-0.0526,0.0001,-0.8882,0.0116,5.7175,-1.4892,0.0028,2025-03-25 15:22:38
610.0,0.01,0.414068359375,10.0,36.4,0.6562534375000001,29.0,36.41,0.0029,0.0007,0.2638,-0.0548,0.0001,-0.9585,0.0045,2.6717,-0.7963,0.0017,2025-03-25 15:22:38
